Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"Statement - products = new org.json.JSONArray((((((([{""productname"":"" + productName) + "",""variation"":"""",""quantity"":"") + quantity) + "",""price"":"") + price) + ""}]))",Chrome 69.0.3497.100,,2018-09-19 17:37:26,2018-09-19 17:37:26,0.026s,PASSED
"Statement - billingInformation = new org.json.JSONObject((({""firstname"":""Test"",""lastname"":""Automation"",""country"":""United States (US)"",""address"":""123 Testing"",""city"":""New York"",""state"":""New York"",""zip"":""90012"",""email"":"" + username) + ""}))",Chrome 69.0.3497.100,,2018-09-19 17:37:26,2018-09-19 17:37:26,0.021s,PASSED
"Statement - paymentMethod = ""Credit Card Payment""",Chrome 69.0.3497.100,,2018-09-19 17:37:26,2018-09-19 17:37:26,0.009s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,,2018-09-19 17:37:26,2018-09-19 17:37:51,24.559s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-19 17:37:51,2018-09-19 17:37:53,2.177s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-09-19 17:37:53,2018-09-19 17:37:54,1.051s,PASSED
beautytap.GeneralAction.selectProfileMenu,Chrome 69.0.3497.100,,2018-09-19 17:37:54,2018-09-19 17:38:07,13.201s,PASSED
Statement - objRewoard = CustomKeywords.beautytap.ShopAction.getRewardDetails(),Chrome 69.0.3497.100,"Get current multiplier, lifetime, pending, redeemable points, point value",2018-09-19 17:38:07,2018-09-19 17:38:08,0.514s,PASSED
"Statement - multiplier = java.lang.Float.parseFloat(objRewoard.get(""multiplier""))",Chrome 69.0.3497.100,,2018-09-19 17:38:08,2018-09-19 17:38:08,0.010s,PASSED
"Statement - currentlevel = objRewoard.get(""currentlevel"")",Chrome 69.0.3497.100,,2018-09-19 17:38:08,2018-09-19 17:38:08,0.008s,PASSED
"Statement - lifetime = java.lang.Float.parseFloat(objRewoard.get(""lifetime""))",Chrome 69.0.3497.100,,2018-09-19 17:38:08,2018-09-19 17:38:08,0.007s,PASSED
"Statement - pending = java.lang.Float.parseFloat(objRewoard.get(""pending""))",Chrome 69.0.3497.100,,2018-09-19 17:38:08,2018-09-19 17:38:08,0.007s,PASSED
"Statement - redeemable = java.lang.Float.parseFloat(objRewoard.get(""redeemable""))",Chrome 69.0.3497.100,,2018-09-19 17:38:08,2018-09-19 17:38:08,0.011s,PASSED
"Statement - pointvalue = java.lang.Float.parseFloat(objRewoard.get(""pointvalue""))",Chrome 69.0.3497.100,,2018-09-19 17:38:08,2018-09-19 17:38:08,0.008s,PASSED
"Statement - rewardEarned = java.lang.Float.parseFloat(java.lang.String.format(""%.2f"", multiplier * subtotal))",Chrome 69.0.3497.100,,2018-09-19 17:38:08,2018-09-19 17:38:08,0.007s,PASSED
"Statement - notificationMessage = ""You received "" + rewardEarned + "" redeemable points""",Chrome 69.0.3497.100,,2018-09-19 17:38:08,2018-09-19 17:38:08,0.008s,PASSED
beautytap.ShopAction.globalSearch,Chrome 69.0.3497.100,Buy a product,2018-09-19 17:38:08,2018-09-19 17:38:15,7.223s,PASSED
beautytap.ShopAction.selectProductOnSearchResult,Chrome 69.0.3497.100,,2018-09-19 17:38:15,2018-09-19 17:38:22,7.435s,PASSED
beautytap.ShopAction.addProductToCart,Chrome 69.0.3497.100,,2018-09-19 17:38:22,2018-09-19 17:38:28,5.216s,PASSED
beautytap.ShopAction.goToCart,Chrome 69.0.3497.100,,2018-09-19 17:38:28,2018-09-19 17:38:32,4.708s,PASSED
beautytap.ShopAction.processToCheckout,Chrome 69.0.3497.100,Process to checkout,2018-09-19 17:38:32,2018-09-19 17:38:36,3.841s,PASSED
beautytap.ShopAction.fillCustomerInformation,Chrome 69.0.3497.100,,2018-09-19 17:38:36,2018-09-19 17:38:50,13.614s,PASSED
beautytap.ShopAction.VerifyOrderDetailsOnCheckout,Chrome 69.0.3497.100,VP1: Verify order details on checkout,2018-09-19 17:38:50,2018-09-19 17:39:21,31.416s,FAILED
beautytap.ShopAction.VerifyRewardEarned,Chrome 69.0.3497.100,VP2: Verify reward on checkout page: Rewards earned = (subtotal-discount)*multiplier,2018-09-19 17:39:21,2018-09-19 17:39:22,0.509s,FAILED
beautytap.ShopAction.checkoutViaCreditCard,Chrome 69.0.3497.100,,2018-09-19 17:39:22,2018-09-19 17:39:48,26.468s,PASSED
beautytap.ShopAction.VerifyOrderReceivedDetails,Chrome 69.0.3497.100,VP3: Verify order details on Order Recieved,2018-09-19 17:39:48,2018-09-19 17:40:25,37.125s,FAILED
beautytap.ShopAction.VerifyRewardEarned,Chrome 69.0.3497.100,VP4: Verify reward on Order received page: Rewards earned = (subtotal-discount)*multiplier,2018-09-19 17:40:25,2018-09-19 17:40:26,0.436s,FAILED
Statement - orderInfo = CustomKeywords.beautytap.ShopAction.getOrderInfoOnOrderReceived(),Chrome 69.0.3497.100,,2018-09-19 17:40:26,2018-09-19 17:40:26,0.134s,PASSED
"Statement - orderNumber = orderInfo.get(""ordernumber"")",Chrome 69.0.3497.100,,2018-09-19 17:40:26,2018-09-19 17:40:26,0.007s,PASSED
"Statement - orderDate = orderInfo.get(""date"")",Chrome 69.0.3497.100,,2018-09-19 17:40:26,2018-09-19 17:40:26,0.006s,PASSED
"Statement - completeOrderSubject = ""Your "" + SITE_TITLE + "" order from "" + orderDate + "" is complete""",Chrome 69.0.3497.100,,2018-09-19 17:40:26,2018-09-19 17:40:26,0.015s,PASSED
"Statement - completeOrderSubject = completeOrderSubject.replace(""["", """").replace(""]"", """")",Chrome 69.0.3497.100,,2018-09-19 17:40:26,2018-09-19 17:40:26,0.007s,PASSED
beautytap.GeneralAction.selectProfileMenu,Chrome 69.0.3497.100,Go to My Rewards page,2018-09-19 17:40:26,2018-09-19 17:40:32,5.710s,PASSED
"Statement - newPending = java.lang.Float.parseFloat(java.lang.String.format(""%.2f"", pending + rewardEarned))",Chrome 69.0.3497.100,"VP5: Verify reward detail: lifetime=no change,pending=current pending+reward, redeemable=no change,point value: no change",2018-09-19 17:40:32,2018-09-19 17:40:32,0.012s,PASSED
beautytap.ShopAction.VerifyRewardPointsDetails,Chrome 69.0.3497.100,,2018-09-19 17:40:32,2018-09-19 17:40:32,0.349s,FAILED
beautytap.ShopAction.VerifyRewardHistory,Chrome 69.0.3497.100,"VP6: Verify reward history: 1 row with sataut pending,1 row with status processing",2018-09-19 17:40:32,2018-09-19 17:40:32,0.364s,FAILED
beautytap.ShopAction.VerifyRewardHistory,Chrome 69.0.3497.100,,2018-09-19 17:40:32,2018-09-19 17:40:33,0.300s,FAILED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,Logout,2018-09-19 17:40:33,2018-09-19 17:40:34,0.791s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,Login As Admin,2018-09-19 17:40:34,2018-09-19 17:40:41,7.911s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-09-19 17:40:41,2018-09-19 17:40:42,0.666s,PASSED
navigateToUrl,Chrome 69.0.3497.100,Go to Woocommerce > Orders > Change order status to Completed,2018-09-19 17:40:42,2018-09-19 17:40:50,7.475s,PASSED
beautytap.AdminAction.changeOrderStatus,Chrome 69.0.3497.100,,2018-09-19 17:40:50,2018-09-19 17:41:27,37.384s,PASSED
beautytap.GeneralAction.openMailBox,Chrome 69.0.3497.100,VP7: Verify user recieve notification email with redeemable point,2018-09-19 17:41:27,2018-09-19 17:41:38,10.877s,PASSED
beautytap.GeneralAction.verifyEmailExist,Chrome 69.0.3497.100,,2018-09-19 17:41:38,2018-09-19 17:41:38,0.042s,PASSED
beautytap.GeneralAction.openEmail,Chrome 69.0.3497.100,,2018-09-19 17:41:38,2018-09-19 17:41:38,0.121s,PASSED
beautytap.ShopAction.VerifyOrderCompleteEmail,Chrome 69.0.3497.100,,2018-09-19 17:41:38,2018-09-19 17:41:45,6.701s,FAILED
closeBrowser,Chrome 69.0.3497.100,Logout,2018-09-19 17:41:45,2018-09-19 17:41:46,0.929s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,Login again,2018-09-19 17:41:46,2018-09-19 17:42:04,18.062s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-19 17:42:04,2018-09-19 17:42:06,2.705s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-09-19 17:42:06,2018-09-19 17:42:07,0.805s,PASSED
beautytap.GeneralAction.VerifyNotificationText,Chrome 69.0.3497.100,VP8: Verify notification: You received [#] redeemable points,2018-09-19 17:42:07,2018-09-19 17:42:20,13.012s,FAILED
beautytap.GeneralAction.selectProfileMenu,Chrome 69.0.3497.100,Go to My Rewards page,2018-09-19 17:42:20,2018-09-19 17:42:25,5.123s,PASSED
"Statement - newLifetime = java.lang.Float.parseFloat(java.lang.String.format(""%.2f"", lifetime + rewardEarned))",Chrome 69.0.3497.100,"VP9: Verify reward detail: lifetime=lifetime+reward,pending=pending-reward, redeemable=redeemable+reward,point value: associate with reward",2018-09-19 17:42:25,2018-09-19 17:42:25,0.011s,PASSED
"Statement - newRedeemable = java.lang.Float.parseFloat(java.lang.String.format(""%.2f"", redeemable + rewardEarned))",Chrome 69.0.3497.100,,2018-09-19 17:42:25,2018-09-19 17:42:25,0.010s,PASSED
Statement - newPointValue = CustomKeywords.beautytap.ShopAction.calculateLoyaltyPointValue(newRedeemable),Chrome 69.0.3497.100,,2018-09-19 17:42:25,2018-09-19 17:42:25,0.012s,PASSED
beautytap.ShopAction.VerifyRewardPointsDetails,Chrome 69.0.3497.100,,2018-09-19 17:42:25,2018-09-19 17:42:26,0.206s,FAILED
beautytap.ShopAction.VerifyRewardHistory,Chrome 69.0.3497.100,VP10: Verify reward history: 1 row with sataut complete,2018-09-19 17:42:26,2018-09-19 17:42:26,0.360s,FAILED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-09-19 17:42:26,2018-09-19 17:42:27,0.781s,PASSED
,,,,,,
Test Cases/Shop/TC08_BuyProduct_UsingRewardPoint,Chrome 69.0.3497.100,,2018-09-19 17:42:29,2018-09-19 17:46:31,4m - 1.477s,PASSED
Statement - username = USER_EMAIL,Chrome 69.0.3497.100,,2018-09-19 17:42:30,2018-09-19 17:42:30,0.011s,PASSED
Statement - password = USER_PASSWORD,Chrome 69.0.3497.100,,2018-09-19 17:42:30,2018-09-19 17:42:30,0.120s,PASSED
Statement - productName = SIMPLE_PRODUCT,Chrome 69.0.3497.100,,2018-09-19 17:42:30,2018-09-19 17:42:30,0.009s,PASSED
Statement - price = SIMPLE_PRODUCT_PRICE,Chrome 69.0.3497.100,,2018-09-19 17:42:30,2018-09-19 17:42:30,0.037s,PASSED
Statement - quantity = 3,Chrome 69.0.3497.100,,2018-09-19 17:42:30,2018-09-19 17:42:30,0.012s,PASSED
Statement - shippingLabel = FREE_SHIPPING_LABEL,Chrome 69.0.3497.100,,2018-09-19 17:42:30,2018-09-19 17:42:30,0.010s,PASSED
Statement - shippingPrice = 0,Chrome 69.0.3497.100,,2018-09-19 17:42:30,2018-09-19 17:42:30,0.011s,PASSED
Statement - pointUsed = 60,Chrome 69.0.3497.100,,2018-09-19 17:42:30,2018-09-19 17:42:30,0.027s,PASSED
Statement - pointValueUsed = 2,Chrome 69.0.3497.100,,2018-09-19 17:42:30,2018-09-19 17:42:30,0.011s,PASSED
"Statement - subtotal = CustomKeywords.beautytap.ShopAction.calculateTotal(quantity, price)",Chrome 69.0.3497.100,,2018-09-19 17:42:30,2018-09-19 17:42:30,0.013s,PASSED
"Statement - subtotalApplyReward = java.lang.Float.parseFloat(java.lang.String.format(""%.2f"", subtotal - pointValueUsed))",Chrome 69.0.3497.100,,2018-09-19 17:42:30,2018-09-19 17:42:30,0.011s,PASSED
"Statement - total = java.lang.Float.parseFloat(java.lang.String.format(""%.2f"", subtotal - pointValueUsed + shippingPrice))",Chrome 69.0.3497.100,,2018-09-19 17:42:30,2018-09-19 17:42:30,0.008s,PASSED
"Statement - products = new org.json.JSONArray((((((([{""productname"":"" + productName) + "",""variation"":"""",""quantity"":"") + quantity) + "",""price"":"") + price) + ""}]))",Chrome 69.0.3497.100,,2018-09-19 17:42:30,2018-09-19 17:42:30,0.011s,PASSED
"Statement - billingInformation = new org.json.JSONObject((({""firstname"":""Test"",""lastname"":""Automation"",""country"":""United States (US)"",""address"":""123 Testing"",""city"":""New York"",""state"":""New York"",""zip"":""90012"",""email"":"" + username) + ""}))",Chrome 69.0.3497.100,,2018-09-19 17:42:30,2018-09-19 17:42:30,0.008s,PASSED
"Statement - paymentMethod = ""Credit Card Payment""",Chrome 69.0.3497.100,,2018-09-19 17:42:30,2018-09-19 17:42:30,0.010s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,,2018-09-19 17:42:30,2018-09-19 17:42:59,29.071s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-19 17:42:59,2018-09-19 17:43:02,2.642s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-09-19 17:43:02,2018-09-19 17:43:03,0.893s,PASSED
beautytap.GeneralAction.selectProfileMenu,Chrome 69.0.3497.100,,2018-09-19 17:43:03,2018-09-19 17:43:17,14.050s,PASSED
Statement - objReward = CustomKeywords.beautytap.ShopAction.getRewardDetails(),Chrome 69.0.3497.100,"Get current multiplier, lifetime, pending, redeemable points, point value",2018-09-19 17:43:17,2018-09-19 17:43:17,0.379s,PASSED
"Statement - multiplier = java.lang.Float.parseFloat(objReward.get(""multiplier""))",Chrome 69.0.3497.100,,2018-09-19 17:43:17,2018-09-19 17:43:17,0.012s,PASSED
"Statement - currentlevel = objReward.get(""currentlevel"")",Chrome 69.0.3497.100,,2018-09-19 17:43:17,2018-09-19 17:43:17,0.008s,PASSED
"Statement - lifetime = java.lang.Float.parseFloat(objReward.get(""lifetime""))",Chrome 69.0.3497.100,,2018-09-19 17:43:17,2018-09-19 17:43:17,0.007s,PASSED
"Statement - pending = java.lang.Float.parseFloat(objReward.get(""pending""))",Chrome 69.0.3497.100,,2018-09-19 17:43:17,2018-09-19 17:43:17,0.008s,PASSED
"Statement - redeemable = java.lang.Float.parseFloat(objReward.get(""redeemable""))",Chrome 69.0.3497.100,,2018-09-19 17:43:17,2018-09-19 17:43:17,0.005s,PASSED
"Statement - pointvalue = java.lang.Float.parseFloat(objReward.get(""pointvalue""))",Chrome 69.0.3497.100,,2018-09-19 17:43:17,2018-09-19 17:43:17,0.009s,PASSED
"Statement - rewardEarned = java.lang.Float.parseFloat(java.lang.String.format(""%.2f"", multiplier * subtotal - pointValueUsed))",Chrome 69.0.3497.100,,2018-09-19 17:43:17,2018-09-19 17:43:17,0.011s,PASSED
beautytap.ShopAction.globalSearch,Chrome 69.0.3497.100,Buy a nother product and use reward point,2018-09-19 17:43:17,2018-09-19 17:43:24,7.036s,PASSED
beautytap.ShopAction.selectProductOnSearchResult,Chrome 69.0.3497.100,,2018-09-19 17:43:24,2018-09-19 17:43:31,7.032s,PASSED
beautytap.ShopAction.addProductToCart,Chrome 69.0.3497.100,,2018-09-19 17:43:31,2018-09-19 17:43:37,5.794s,PASSED
beautytap.ShopAction.goToCart,Chrome 69.0.3497.100,,2018-09-19 17:43:37,2018-09-19 17:43:42,4.991s,PASSED
beautytap.ShopAction.processToCheckout,Chrome 69.0.3497.100,Process to checkout,2018-09-19 17:43:42,2018-09-19 17:43:46,4.085s,PASSED
beautytap.ShopAction.applyLoyaltyRewardPoint,Chrome 69.0.3497.100,Apply Reward point,2018-09-19 17:43:46,2018-09-19 17:43:47,1.099s,PASSED
beautytap.ShopAction.fillCustomerInformation,Chrome 69.0.3497.100,Fill customer information,2018-09-19 17:43:47,2018-09-19 17:44:01,13.824s,PASSED
beautytap.ShopAction.VerifyOrderDetailsOnCheckout,Chrome 69.0.3497.100,VP1: Verify Order details on checkout page with reward discount,2018-09-19 17:44:01,2018-09-19 17:44:02,0.385s,PASSED
beautytap.ShopAction.VerifyRewardEarned,Chrome 69.0.3497.100,VP2: Verify reward on checkout page: Rewards earned = (subtotal-discount)*multiplier,2018-09-19 17:44:02,2018-09-19 17:44:02,0.431s,PASSED
beautytap.ShopAction.checkoutViaCreditCard,Chrome 69.0.3497.100,Checkout via creditcard,2018-09-19 17:44:02,2018-09-19 17:44:29,27.040s,PASSED
beautytap.ShopAction.VerifyOrderReceivedDetails,Chrome 69.0.3497.100,VP3: Verify order details on Order Recieved,2018-09-19 17:44:29,2018-09-19 17:44:35,5.770s,PASSED
Statement - orderInfo = CustomKeywords.beautytap.ShopAction.getOrderInfoOnOrderReceived(),Chrome 69.0.3497.100,,2018-09-19 17:44:35,2018-09-19 17:44:35,0.112s,PASSED
"Statement - orderNumber = orderInfo.get(""ordernumber"")",Chrome 69.0.3497.100,,2018-09-19 17:44:35,2018-09-19 17:44:35,0.009s,PASSED
beautytap.ShopAction.VerifyRewardEarned,Chrome 69.0.3497.100,VP4: Verify reward on Order received page: Rewards earned = (subtotal-discount)*multiplier,2018-09-19 17:44:35,2018-09-19 17:44:35,0.388s,PASSED
beautytap.GeneralAction.selectProfileMenu,Chrome 69.0.3497.100,Go to My Rewards page,2018-09-19 17:44:35,2018-09-19 17:44:41,5.450s,PASSED
"Statement - newPending = java.lang.Float.parseFloat(java.lang.String.format(""%.2f"", pending + rewardEarned))",Chrome 69.0.3497.100,"VP5:lifetime=lifetime,pending=pending+reward, redeemable=redeemable-point used,point value=calculate base on new redeemable",2018-09-19 17:44:41,2018-09-19 17:44:41,0.014s,PASSED
"Statement - newRedeemable = java.lang.Float.parseFloat(java.lang.String.format(""%.2f"", redeemable - pointUsed))",Chrome 69.0.3497.100,,2018-09-19 17:44:41,2018-09-19 17:44:41,0.008s,PASSED
Statement - newPointValue = CustomKeywords.beautytap.ShopAction.calculateLoyaltyPointValue(newRedeemable),Chrome 69.0.3497.100,,2018-09-19 17:44:41,2018-09-19 17:44:41,0.009s,PASSED
beautytap.ShopAction.VerifyRewardPointsDetails,Chrome 69.0.3497.100,,2018-09-19 17:44:41,2018-09-19 17:44:41,0.330s,PASSED
beautytap.ShopAction.VerifyRewardHistory,Chrome 69.0.3497.100,"VP6: Verify reward history: 1 row with status pending,1 row with status processing",2018-09-19 17:44:41,2018-09-19 17:44:42,0.387s,PASSED
beautytap.ShopAction.VerifyRewardHistory,Chrome 69.0.3497.100,,2018-09-19 17:44:42,2018-09-19 17:44:42,0.323s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,Logout,2018-09-19 17:44:42,2018-09-19 17:44:43,0.693s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,Login As Admin,2018-09-19 17:44:43,2018-09-19 17:44:49,6.920s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-09-19 17:44:49,2018-09-19 17:44:50,0.831s,PASSED
navigateToUrl,Chrome 69.0.3497.100,Go to Woocommerce > Orders > Change order status to Completed,2018-09-19 17:44:50,2018-09-19 17:44:58,7.302s,PASSED
beautytap.AdminAction.changeOrderStatus,Chrome 69.0.3497.100,,2018-09-19 17:44:58,2018-09-19 17:45:34,35.919s,PASSED
closeBrowser,Chrome 69.0.3497.100,Logout,2018-09-19 17:45:34,2018-09-19 17:45:35,1.025s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,Login again,2018-09-19 17:45:35,2018-09-19 17:46:09,34.369s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-19 17:46:09,2018-09-19 17:46:11,2.368s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-09-19 17:46:11,2018-09-19 17:46:12,0.829s,PASSED
beautytap.GeneralAction.selectProfileMenu,Chrome 69.0.3497.100,Go to My Rewards page,2018-09-19 17:46:12,2018-09-19 17:46:26,14.203s,PASSED
"Statement - newLifetime = java.lang.Float.parseFloat(java.lang.String.format(""%.2f"", lifetime + rewardEarned))",Chrome 69.0.3497.100,"VP9: Verify reward detail: lifetime=lifetime+reward,pending=pending-reward, redeemable=redeemable+reward-point used,point value: associate with reward",2018-09-19 17:46:26,2018-09-19 17:46:26,0.006s,PASSED
"Statement - newRedeemable = java.lang.Float.parseFloat(java.lang.String.format(""%.2f"", newRedeemable + rewardEarned))",Chrome 69.0.3497.100,,2018-09-19 17:46:26,2018-09-19 17:46:26,0.006s,PASSED
Statement - newPointValue = CustomKeywords.beautytap.ShopAction.calculateLoyaltyPointValue(newRedeemable),Chrome 69.0.3497.100,,2018-09-19 17:46:26,2018-09-19 17:46:26,0.006s,PASSED
beautytap.ShopAction.VerifyRewardPointsDetails,Chrome 69.0.3497.100,,2018-09-19 17:46:26,2018-09-19 17:46:27,0.221s,PASSED
beautytap.ShopAction.VerifyRewardHistory,Chrome 69.0.3497.100,VP10: Verify reward history: 1 row with sataut complete,2018-09-19 17:46:27,2018-09-19 17:46:27,0.331s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-09-19 17:46:27,2018-09-19 17:46:28,1.558s,PASSED
