Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"Statement - paymentMethod = ""Amazon Pay""",Chrome 69.0.3497.100,,2018-09-20 17:24:49,2018-09-20 17:24:49,0.012s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,,2018-09-20 17:24:49,2018-09-20 17:25:31,42.142s,PASSED
beautytap.ShopAction.globalSearch,Chrome 69.0.3497.100,,2018-09-20 17:25:31,2018-09-20 17:25:42,11.106s,PASSED
beautytap.ShopAction.VerifyProductOnSearchResult,Chrome 69.0.3497.100,VP1: Verify product display in search result panel with regular price,2018-09-20 17:25:42,2018-09-20 17:25:43,0.368s,PASSED
beautytap.ShopAction.selectProductOnSearchResult,Chrome 69.0.3497.100,,2018-09-20 17:25:43,2018-09-20 17:25:48,5.493s,PASSED
beautytap.ShopAction.selectProductVariation,Chrome 69.0.3497.100,,2018-09-20 17:25:48,2018-09-20 17:25:50,1.529s,PASSED
beautytap.ShopAction.VerifyProductDetails,Chrome 69.0.3497.100,VP2: Verify product detail page display with regular price,2018-09-20 17:25:50,2018-09-20 17:25:51,1.183s,PASSED
Statement - currentNumberItemInCart = CustomKeywords.beautytap.ShopAction.getNumberItemInCart(),Chrome 69.0.3497.100,,2018-09-20 17:25:51,2018-09-20 17:26:23,31.611s,PASSED
beautytap.ShopAction.addProductToCart,Chrome 69.0.3497.100,,2018-09-20 17:26:23,2018-09-20 17:26:28,5.850s,PASSED
beautytap.ShopAction.VerifyNumberItemInCart,Chrome 69.0.3497.100,VP3:Verify product is added to card: cart number increase and message display “PRODUCT_NAME” has been added to your cart.,2018-09-20 17:26:28,2018-09-20 17:26:29,0.080s,PASSED
beautytap.ShopAction.VerifyProductIsAddedToCart,Chrome 69.0.3497.100,,2018-09-20 17:26:29,2018-09-20 17:26:29,0.038s,PASSED
beautytap.ShopAction.goToCart,Chrome 69.0.3497.100,,2018-09-20 17:26:29,2018-09-20 17:26:34,5.516s,PASSED
beautytap.ShopAction.VerifyProductInCart,Chrome 69.0.3497.100,VP4:Verify product is added to cart with correct price and quantity,2018-09-20 17:26:34,2018-09-20 17:26:34,0.247s,PASSED
beautytap.ShopAction.processToCheckout,Chrome 69.0.3497.100,,2018-09-20 17:26:34,2018-09-20 17:26:38,3.527s,PASSED
beautytap.ShopAction.loginAmazonPay,Chrome 69.0.3497.100,Login amazonPay,2018-09-20 17:26:38,2018-09-20 17:27:13,34.930s,PASSED
beautytap.ShopAction.VerifyOrderDetailsOnCheckout,Chrome 69.0.3497.100,VP5: Verify order details on checkout page,2018-09-20 17:27:13,2018-09-20 17:27:13,0.288s,PASSED
beautytap.ShopAction.checkoutViaAmazonPay,Chrome 69.0.3497.100,Checkout via amazonPay,2018-09-20 17:27:13,2018-09-20 17:27:28,14.530s,PASSED
beautytap.ShopAction.VerifyOrderReceivedDetails,Chrome 69.0.3497.100,VP6: Verify order details on order received Page,2018-09-20 17:27:28,2018-09-20 17:27:33,5.738s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-09-20 17:27:33,2018-09-20 17:27:34,1.007s,PASSED
